geneid,moDC-2811_S3_001,moDC-3941_S6_001,moDC-4540_S9_001,moDC-4771_S12_001,mono-2811_S2_001,mono-3941_S5_001,mono-4540_S8_001,mono-4771_S11_001,tolDC-2811_S4_001,tolDC-3941_S7_001,tolDC-4540_S10_001,tolDC-4771_S13_001
DQ573667,0,0,0,0,0,0,0,0,0,0,0,0
DQ591515,0,0,0,0,0,0,0,0,0,0,0,0
DQ599898,0,0,0,0,0,0,0,0,0,0,0,0
ZNF518B,3.3926,4.3713,4.9558,5.3371,4.2731,2.2628,4.2251,3.453,5.1766,3.6338,5.0632,4.5492
CLNK,0,0,0,0,0.1133,0.0757,0,0.085,0,0,0,0
MI0003579,0,0,0,0,0,0,0,0,0,0,0,0
HS3ST1,1.3054,1.7169,6.6063,0.8087,0.4836,0.1374,0.0622,0.1543,0.2458,0.7664,1.8542,0.3523
BC042433,0,0,0,0,0,0,0,0,0,0,0,0
RAB28,5.2488,5.8032,4.8479,6.8672,1.3439,4.2038,4.1788,2.7483,6.5345,6.0395,5.0467,5.0887
LOC285547,0,0,0,0,0,0,0,0,0,0,0,0
NKX3-2,0.0309,0,0,0,0,0.0567,0,0,0,0,0,0
LOC285548,0.0396,0,0,0,0,0,0.0698,0,0,0,0,0
BOD1L1,7.0889,8.1411,7.3886,8.6826,25.5804,16.1723,18.9153,17.1987,7.5179,8.1859,8.6243,8.6945
MI0017980,0,0,0,0,0,0,0,0,0,0,0,0
AK091889,0,0,0,0,0,0,0,0,0,0.0376,0,0
LOC152742,0,0,0,0.0802,0,0.0705,0.0678,0.1582,0,0,0,0
BC070495,11.4726,11.1005,11.4813,13.2572,0.7719,0.5327,0.1916,0.1715,2.7149,2.7468,2.8171,1.3575
MGC4836,8.5958,8.1565,7.77,9.8442,1.7001,0.7562,0.8753,0.5176,2.3121,2.5985,1.9993,1.466
SNORA63_3,0,0,0,0,0,0,0,0,0,0,0,0
LOC441009,0.0768,0,0.0565,0.08,0.2105,0.0703,0.0676,0.0789,0,0.2841,0.0818,0
BC113726,0.3023,0.4784,0.8029,0.21,4.1437,1.8459,1.5978,2.4859,0.234,0.2432,0.7156,0.8386
CPEB2,15.069,14.6041,16.7381,17.3682,10.0486,5.3663,7.9483,7.2466,7.4814,7.5936,7.9427,9.2858
C1QTNF7,0.0638,0.0378,0.0212,0.0997,0.2186,0.1753,0.0843,0.1639,0.0741,0.0741,0.0453,0.0265
CC2D2A,0.5845,0.4775,0.4919,0.4618,0.6815,1.1214,1.4042,0.9704,0.9959,1.0349,0.6416,1.1189
AX746699,0.2272,0.0599,0.0671,0.1578,0.3461,0.6475,0.5338,0.1557,0.2638,0.2438,0.0717,0.1681
FBXL5,39.3844,36.7329,37.5173,40.2026,90.7408,83.9375,94.0966,93.0712,29.9097,24.1691,29.5289,41.1961
FAM200B,4.3527,3.777,5.022,7.0857,2.6729,4.0423,6.3577,6.539,5.1749,5.7323,5.1727,3.2312
BC017971,0.7009,0.8686,1.172,1.723,0.1891,0.3486,0.4041,0.5368,1.1727,0.6635,0.9316,0.5524
BST1,9.7898,6.0602,7.4027,15.0326,22.0879,52.2585,46.6279,70.3971,7.343,5.4837,4.9236,5.0679
CD38,0.372,0.2208,0.3705,0.5814,1.9637,1.3122,2.048,2.2942,0.4859,0.1235,0.109,0.3406
FGFBP1,0,0,0,0,0,0,0,0,0,0.0616,0,0
FGFBP2,0.0592,0,0,0,0,0.1085,0,0.2434,0.1375,0,0,0
PROM1,0,0.0427,0,0.0747,0.0982,0.0659,0.0629,0,0,0,0.0255,0
U6_36,0,0,0,0,0,0,0,0,0,0,0,0
TAPT1,21.2269,33.0198,18.6821,15.0968,7.4872,4.835,8.127,6.9857,12.2149,21.293,11.8692,10.5986
BC010030,2.436,1.3467,2.6507,1.504,1.2197,2.0717,1.5492,1.2598,1.3748,2.4367,1.997,2.0695
TAPT1-AS1,0.1557,0.5693,0.6056,0.9744,0.241,0.477,0.716,0.2419,0.1885,0.8177,0.9117,0.1447
LDB2,0,0,0,0.0613,0.0807,0.0539,0,0,0.0342,0.071,0,0
BC029598,0,0,0,0,0,0,0,0,0,0,0,0
QDPR,5.8843,3.9326,6.0936,3.9329,0.6899,1.2532,3.6206,2.1615,6.8122,4.9018,6.4832,5.975
CLRN2,0,0,0,0,0,0,0,0,0,0,0,0
LAP3,103.7145,118.634,100.7644,119.1991,18.8212,45.3516,43.7554,55.3639,103.9446,114.9693,99.0809,86.1475
MED28,20.0777,17.7216,19.6208,20.7411,15.1335,14.167,19.2613,16.9119,20.0663,20.0539,22.4415,19.9035
CR936688,3.676,4.3858,2.494,4.9124,4.8442,4.137,4.7336,6.0541,3.3125,7.016,3.176,3.002
FAM184B,0.0192,0,0,0,0,0.0387,0,0,0,0,0,0
DCAF16,5.5332,4.3965,2.996,6.0672,6.4229,4.6354,6.7677,6.6124,5.5048,5.703,4.3736,6.0385
NCAPG,0.4002,0.1829,0.0854,0.2834,0.0958,0.1332,0,0.185,0.2009,0.0743,0.0581,1.0778
LCORL,6.2423,6.6429,6.513,8.0491,2.4547,3.7078,4.4773,3.718,6.7667,7.6381,7.0664,9.8552
SLIT2,0,0.0501,0,0,0,0.0516,0,0,0,0.017,0,0
SLIT2-IT1,0,0,0,0,0,0,0,0,0,0,0,0
MI0000294,0,0,0,0,0,0,0,0,0,0,0,0
PACRGL,2.346,2.4764,2.3189,3.572,1.0203,2.8656,1.7876,2.6848,2.9388,1.6439,2.4421,1.6636
KCNIP4,0.0321,0.1908,0.0854,0.5359,0.1763,0.1178,0.3398,0.1322,0.224,0.2716,0.3196,0.0535
MI0025754,0,0,0,0,0,0,0,0,0,0,0,0
KCNIP4-IT1,0,0,0,0.044,0,0,0,0.0145,0.0245,0.0085,0.005,0.0117
LOC100505912,0,0,0,0,0,0,0,0,0,0,0,0
GPR125,0.2548,0.1882,0.121,0.1362,0.3112,0.0985,0.286,0,0.1853,0.1839,0.1273,0.0394
GBA3,0,0,0,0,0,0,0,0,0,0,0,0
PPARGC1A,0,0,0.0146,0.0698,0,0,0.1933,0.0451,0.0255,0.0749,0.0465,0.0183
MI0003580,0,0,0,0,0,0,0,0,0,0,0,0
DHX15,49.1376,50.4828,47.0933,40.8359,62.1952,44.3226,46.5068,52.6981,48.2369,51.2275,53.4449,47.6832
SOD3,0,0,0,0,0,0,0,0,0,0,0,0
CCDC149,1.0963,0.6856,1.4977,2.8545,2.1368,4.2734,5.5691,5.0703,0.86,0.4317,1.1632,1.2818
LGI2,0.0109,0.013,0.0436,0.1823,0,0.02,0.0385,0.1124,0.0127,0.0528,0.0466,0.0182
SEPSECS,3.7173,5.044,3.667,5.8082,1.6391,1.3211,2.0245,2.4584,4.0046,6.1971,3.4873,4.5993
LOC285540,0.3714,0.3673,0.2466,0.387,0,0.1134,0.3272,0.2545,0.1438,0.0747,0.1758,0.5151
PI4K2B,8.2437,9.026,7.7212,10.0298,5.4363,4.9728,6.8508,4.1418,9.2645,9.2707,7.2805,9.8696
ZCCHC4,2.3298,3.2746,2.6739,3.254,0.5436,1.0443,1.4753,0.8663,2.2737,3.4999,2.0772,3.1767
ANAPC4,11.6683,13.4579,10.6722,13.3902,9.2735,10.5444,12.5231,9.0312,12.5158,13.7155,11.4487,9.6149
SLC34A2,0,0,0,0,0.0458,0,0,0,0,0,0,0.0278
SEL1L3,16.1082,21.1534,10.1807,19.8808,3.3424,1.4682,2.1748,1.8486,17.9087,21.957,13.7025,14.7886
SMIM20,17.2286,14.2823,16.5248,22.9384,5.8105,7.3895,10.2386,8.9958,19.7679,20.9584,21.5588,23.8976
RBPJ,61.6291,73.7275,81.4534,59.1973,75.5319,25.0734,23.6096,25.7401,39.7778,32.1215,43.6132,46.973
CCKAR,0,0,0,0,0,0,0,0,0,0.0497,0,0
TBC1D19,0.6617,0.7914,0.5022,0.7524,0.5688,0.6927,0.347,0,0.4391,1.2671,0.7474,0.283
SNORD74_2,0,0,0,0,0,0,0,0,0,0,0,0
STIM2,4.8918,6.077,5.2673,4.3641,3.385,4.6761,4.3085,3.2355,4.0118,4.0747,4.6793,3.5042
DQ571874,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP_19,0,0,0,0,0,0,0,0,0,0,0,0
MI0015883,0,0,0,0,0,0,0,0,0,0,0,0
PCDH7,0.0149,0.0177,0,0.0293,0.0218,0,0,0,0.0185,0.0192,0.0113,0
AK093205,0,0.0416,0,0,0,0.0642,0,0,0,0,0,0
BC036345,0,0,0,0,0,0,0.0508,0,0,0.0348,0,0
ARAP2,11.8293,18.2492,15.0896,14.1816,10.4733,17.0202,16.7831,14.1843,8.745,12.1463,8.2369,9.1039
BC037904,0,0.0569,0.1273,0,0,0,0,0,0,0,0,0
BC030111,0,0,0,0,0,0,0,0,0,0,0,0
DTHD1,0,0,0,0,0,0,0.07,0,0.0502,0.0497,0,0
MI0006435,0,0,0,0,0,0,0,0,0,0,0,0
MI0017449,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1239,0.0093,0.011,0.0123,0.0386,0,0.017,0.0163,0,0,0.0336,0.0527,0.0309
C4orf19,0.0954,0.0721,0.0253,0.0795,0.0533,0.181,0.3411,0.0838,0.1247,0.078,0.1293,0.0318
AX748249,0.1111,0.044,0,0,0.1015,0,0.0652,0,0,0.0447,0.0789,0
RELL1,19.9467,26.4817,20.5664,27.3625,12.4199,13.9635,17.3915,16.1699,23.0084,26.3253,20.4083,19.9016
Y_RNA_18,0,0,0,0,0,0,0,0,0,0,0,0
PGM2,20.3607,26.4657,19.0905,11.8565,4.218,9.923,13.0751,13.8027,24.7104,30.5807,22.9175,15.4696
TBC1D1,22.8635,25.8604,26.5785,18.3001,14.5538,18.7551,16.2314,12.9611,35.8241,42.1078,32.2863,26.4039
PTTG2,0,0,0,0,0,0.2205,0,0,0,0.581,0,0
FLJ13197,0.2129,0.0701,0.1569,0.2136,0.9578,1.3942,0.5903,0.6176,0.0346,0.1075,0.1673,0.0492
KLF3,7.0823,8.2259,8.7475,7.6403,25.3858,39.2035,27.2933,27.7041,8.0298,5.0941,7.1071,10.7595
TLR10,0.0569,0.0472,0.0251,0,0.3901,0.5735,0.4655,0.1786,0,0.0456,0,0
TLR1,9.6829,9.7623,7.6633,9.1483,31.8028,17.1055,20.9146,12.3727,9.6665,11.3393,10.2514,9.9678
TLR6,5.9087,4.0527,3.9206,5.2848,10.1697,3.7181,7.2952,5.3355,4.7692,2.926,3.2232,5.2471
FAM114A1,1.9669,1.7223,2.6043,2.9735,0.9869,1.5315,2.9715,1.498,1.8229,2.6159,1.2897,5.601
MI0003581,0,0,0,0,0,0,0,0,0,0,0,0
TMEM156,0.1493,0.133,0.0992,0.0778,0.1024,0.5465,0.3947,0.1535,2.0786,1.9353,3.6574,1.738
KLHL5,5.2228,3.6631,5.0389,7.5064,10.6794,11.1828,10.5388,7.9055,15.7263,16.7583,12.9538,12.3595
WDR19,1.8472,1.6566,1.7665,3.4403,1.3889,1.0674,1.3313,1.3837,3.7864,2.5636,3.8264,3.6292
RFC1,6.7131,6.9739,6.4491,8.846,9.7042,7.6772,9.1871,10.6621,6.6895,7.4801,6.5997,11.2164
KLB,0.1031,0.0816,0.0304,0.0716,1.1932,0.9442,0.4843,0.7268,0.1862,0.2626,0.1545,0.2478
MI0019151,0,0,0,0,0,0,0,0,0,0,0,0
RPL9,775.6058,306.4374,78.9046,89.6618,820.8797,614.8182,193.2357,203.0869,1329.2644,413.6645,161.6201,174.0192
LIAS,5.6469,6.1275,5.7653,5.531,1.179,2.844,6.074,3.3566,4.9481,6.1977,6.9502,6.934
LOC401127,0.1261,0.1996,0.1117,0,0.1153,0,0,0.0864,0.1465,0,0.2389,0.07
UGDH,10.8747,14.1065,14.4554,17.6292,0.2538,2.3445,3.707,2.1904,9.0257,11.0214,10.3121,8.4029
UGDH-AS1,0.6075,0.7382,0.6771,2.2822,3.6559,1.9086,1.147,1.6563,0.8614,1.7248,1.0289,0.8556
SMIM14,30.4812,29.3309,25.5988,45.6586,2.2926,11.7195,17.0908,12.3788,25.3932,27.15,21.8859,23.3845
BC040333,0,0,0,0,0.181,0,0,0,0,0,0,0
UBE2K,9.8707,10.0005,10.3397,10.3395,2.9169,7.3378,9.01,7.0795,11.6048,9.8694,10.4431,10.0288
PDS5A,17.493,19.2902,18.3079,17.9749,11.2582,14.1171,15.5435,15.255,16.6418,17.0185,17.6406,16.4608
LOC344967,0,0.102,0,0.0896,0.1178,0.4724,0.3029,0.0884,0.0499,0.0519,0.1831,0
N4BP2,3.1736,3.5014,2.4576,5.3135,2.7758,2.6803,2.4767,2.858,2.1869,3.2928,1.6966,2.4889
RHOH,0.6936,0.1647,0.2303,0.2508,1.3199,1.2071,0.1222,0.2474,0.7249,0.0419,0.3448,0.635
JN120858,0,0,0,0,0,0,0,0,0,0,0,0
JN120857,0,0,0.1304,0,0,0.1799,0.173,0.8075,0,0,0,0.6538
CHRNA9,0,0,0.0405,0,0,0.1116,0,0,0,0,0,0
RBM47,37.2887,33.8308,39.9543,48.7175,18.2732,13.7031,19.6059,13.7774,46.0279,43.4656,50.1189,37.7987
MI0017450,0,0,0,0,0,0,0,0,0,0,0,0
NSUN7,0.0776,0.046,0.0515,0.0404,0.6245,0.1391,0.3023,0.2568,0.1088,0.0234,0.1541,0.8665
APBB2,1.8566,2.0999,2.4519,2.2631,0.5524,0.3389,0.6623,0.3265,0.9913,1.32,2.332,1.6123
TRNA_Gln_3,0,0,0,0,0,0,0,0,0,0,0,0
UCHL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
UCHL1,39.1838,51.2508,72.5501,64.7317,0.1691,0,1.6733,0,9.82,38.5752,19.9075,5.5766
LIMCH1,0.081,0.2704,0.1404,0.2244,0.058,0.1155,0.234,0.1399,0.0491,0.1026,0.0604,0
PHOX2B,0,0,0,0,0,0,0,0,0,0.0552,0,0
BC025350,0,0.0603,0,0,0,0,0,0,0,0,0,0
TMEM33,40.6099,37.9705,29.3776,49.4509,13.021,14.1645,18.5497,14.003,48.726,43.496,45.0244,36.0655
DCAF4L1,0.3196,0.2759,0.2508,0.8477,0.0797,0.0532,0.0768,0.0597,0.2193,0.526,0.4643,0.6529
SLC30A9,23.1474,26.5624,20.7621,22.1511,5.0538,10.6772,12.8974,11.3923,23.3789,26.2726,21.5462,21.361
BEND4,0.0079,0.0281,0.0105,0,0.0433,0.0885,0.0417,0.0831,0.0183,0,0,0
SHISA3,0,0,0,0.1466,0,0,0.062,0,0,0,0.05,0
AK027252,3.0186E-21,0,0,0.1004,0,0,2.8026E-45,0.0005,0.1881,5.4651E-44,0,1.5437E-06
ATP8A1,3.7445,2.6488,3.1398,2.9114,4.6581,3.9033,3.5221,2.9742,3.7415,3.2146,4.0106,2.8087
7SK_24,0,0,0,0,0,0,0,0,0,0,0,0
GRXCR1,0,0,0,0,0.1916,0,0,0,0,0,0,0
KCTD8,0,0,0,0,0,0,0,0,0,0.0645,0,0
YIPF7,0,0,0,0,0,0,0,0,0,0,0,0
GUF1,7.88,10.2563,8.7409,9.0568,4.2496,3.2693,4.8215,3.9588,6.9452,10.5229,8.639,8.0694
GNPDA2,3.4245,4.7035,3.0631,4.2196,1.1873,1.7643,2.485,1.368,3.7483,5.5729,4.0231,4.2369
BC048420,0,0,0,0,0,0,0,0,0,0.049,0.0288,0
GABRG1,0,0,0,0,0,0,0.018,0.0211,0,0.0124,0.0073,0
GABRA2,0.025,0,0,0,0,0.0924,0,0,0,0,0,0
COX7B2,0,0,0,0,0,0,0,0,0,0,0,0
GABRA4,0.0116,0.0076,0,0.0266,0.0175,0.0117,0.0338,0.013,0,0.0231,0.0045,0.0106
GABRB1,0,0.0432,0,0,0.0999,0,0,0,0.0423,0,0,0
COMMD8,21.8145,18.6031,16.9649,19.8633,5.6573,18.4513,17.9185,18.7882,18.9984,21.1099,16.5748,14.475
ATP10D,3.8277,3.9669,3.7573,4.7489,1.7352,4.1575,4.282,3.0417,4.0281,4.7011,4.4207,3.645
CORIN,0.0148,0.0856,0.0949,0.0889,0.0406,0,0.063,0.0841,0.0324,0.1406,0.0619,0.0986
MI0025889,0,0,0,0,0,0,0,0,0,0,0,0
NFXL1,2.6939,3.0407,3.5791,3.579,17.2983,1.2399,4.4283,2.917,2.1967,2.4125,2.9482,3.8005
BC041434,0.2081,0.1976,0.2763,0.1734,0.5704,0,0.2933,0.1711,0.145,0.1004,0.266,0
CNGA1,0.0498,1.2714,0.6677,0.1876,0,0,0,0,0,0.3908,0.193,0
NIPAL1,1.4245,5.9741,2.8167,0.7256,0,0,0.2789,0,0.5881,3.4384,1.3264,1.1065
TXK,0.5948,0.5569,0.2626,0.942,0.5997,0.2559,0.4451,0,0.7481,1.0018,0.661,0.8325
U6_37,0,0,0,0,0,0,0,0,0,0,0,0
TEC,3.1024,3.7733,1.9838,3.2725,2.2051,1.263,1.7208,0.8662,4.0473,5.7782,2.9514,3.6976
SLAIN2,7.7442,7.3158,8.0183,7.6272,5.1999,8.1287,9.3037,6.672,8.2375,7.7841,7.5068,7.6454
SLC10A4,0.0327,0,0,0,0,0.06,0,0.0673,0,0.079,0,0.0545
ZAR1,0,0,0,0,0,0,0,0,0,0,0,0
FRYL,9.5465,9.6412,9.894,12.8546,18.9878,18.1979,15.7475,14.1513,10.8474,12.1922,9.5747,11.6973
OCIAD1,37.7738,41.2299,34.3129,43.9137,12.1182,23.3334,27.5055,23.6196,39.7465,43.7999,40.4949,33.1252
OCIAD2,0.5444,0.6369,0.4276,0.2236,1.2438,0.3325,0.1891,0.6619,1.7248,0.6571,0.4511,0.7552
CWH43,0,0,0,0,0,0,0,0,0,0,0,0
DQ579288_2,0,0,0,0,0,0,0,0,0,0,0,0
DQ583161_2,0,0,0,0,0,0,0,0,0,0,0,0
DQ587539_4,0,0,0,0,0,0,0,0,0,0,0,0
DQ579969_2,0,0,0,0,0,0,0,0,0,0,0,0
DQ593719,0,0,0,0,0,0,0,0,0,0,0,0
DQ590589_3,0,0,0,0,0,0,0,0,0,0,0,0
DQ596206_2,0,0,0,0,0,0,0,0,0,0,0,0
DQ590126_2,0,0,0,0,0,0,0,0,0,0,0,0
DCUN1D4,4.7305,4.6808,4.5243,7.8424,1.1958,2.7667,3.1216,3.3532,4.8371,4.8605,4.3605,6.9714
LRRC66,0.0208,0.1483,0,0.1736,0,0,0.0734,0,0,0.1005,0.0296,0
SGCB,1.3408,3.5504,1.3647,2.9036,0,0.4452,0.2101,0.2102,0.2822,2.2031,0.3371,0.782
SPATA18,0.9652,2.6931,1.1757,2.0115,0,0,0.0291,0,0.4404,1.756,0.8544,0.4666
USP46,1.5462,1.6505,1.7896,1.5194,0.7363,0.5873,0.9898,1.2411,1.6343,1.4688,1.5993,1.1265
DANCR,2.6757,1.4436,1.5075,1.0138,1.556,4.3076,3.5714,5.6678,3.107,2.1529,3.34,0.9447
MI0016792,0,0,0,0,0,0,0,0,0,0,0,0
SNORA26_2,0,0,0,0,0,0,0,0,0,0,0,0
ERVMER34-1,0,0.0287,0,0,0,0,0,0,0,0.0584,0,0
LOC152578,0,0,0,0,0,0,0,0,0,0,0,0
RASL11B,0,0,0,0.0738,0.0971,0.0649,0.0624,0.0728,0,0,0.0252,0
SCFD2,4.6741,4.8739,4.0609,3.8689,2.7545,5.2416,3.0016,2.2452,3.714,5.0876,3.3817,2.763
BC042091,0.1104,0.0328,0,0.115,0.1513,0.1011,0.0486,0.227,0,0.0333,0.0392,0.0919
AK055055,0,0.0658,0.0368,0.0578,0.3041,0.0508,0,0,0.0322,0.0669,0.0788,0.0462
FIP1L1,15.9203,15.0471,15.8206,20.1203,14.1692,15.8322,17.4444,18.3428,15.8693,15.6753,15.0013,16.6756
PDGFRA,0.2044,0.4619,0.654,0.4075,0.9296,1.4816,0.6066,0.0679,0.2106,0.0703,0.3178,0.3494
LNX1,0.5454,0.5395,0.4426,1.0734,0.0831,0.4441,0.3737,0.2492,0.4574,0.4388,0.4304,0.8574
LNX1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LNX1-AS2,0.0353,0,0,0.0736,0,0,0.1245,0.1453,0,0,0,0
RPL21P44,0.1166,0.0922,0.2064,0.8098,0.2131,0.1424,0.0685,0.1598,0.0902,0.2345,0.138,0.4528
CHIC2,11.3934,9.8742,11.5284,17.7132,14.0478,17.7799,18.799,15.74,14.0701,10.113,12.8013,23.58
GSX2,0,0,0,0,0,0.1048,0,0,0,0,0,0
BC044946,0,0,0,0,0,0.0573,0,0,0,0,0,0
KIT,0.0805,0.0159,0,0.1398,0.6911,0.123,0.4441,0.2207,0.0779,0.0162,0.019,0
DL490879,0,0,0,0,0,0,0,0,0,0,0,0
U6_38,0,0,0,0,0,0,0,0,0,0,0,0
KDR,0.0593,0.0408,0,0.167,0,0,0,0,0.1598,0.0415,0.1708,0.0987
Metazoa_SRP_20,0,0,0,0,0,0,0,0,0,0,0,0
SRD5A3,6.6759,12.8438,9.9711,10.1599,0.2794,3.0186,4.1901,2.2003,3.6098,9.4716,5.9599,4.2413
SRD5A3-AS1,0.0432,0.14,0.172,0,0.2354,0,0.1319,0.1539,0.1368,0.1563,0.1299,0.1246
TMEM165,59.7422,60.484,56.5022,50.9117,7.6986,15.5792,23.4494,19.7007,63.9929,56.344,62.412,41.3166
CLOCK,3.4783,3.531,3.1985,4.1151,1.1681,1.4743,1.7925,1.393,3.2085,4.2785,3.1751,2.7711
7SK_25,0,0,0,1.2976,0,0,0,0,0,0,0,0
PDCL2,0,0,0,0,0,0,0,0,0,0,0,0
NMU,0,0,0,0,0,0,0,0,0.0987,0,0,0
LOC644145,0,0,0,0,0,0,0,0,0,0,0,0
EXOC1,15.4757,16.8922,17.8408,17.8406,7.0724,9.7077,12.7314,7.8977,13.8925,17.7818,12.9148,15.2204
CEP135,3.4324,2.9287,2.6974,3.3904,4.8663,4.1992,4.7118,4.3779,3.4953,3.688,3.2532,3.0179
KIAA1211,0.0456,0.1083,0.0606,0.1692,0.3127,0.2507,0.286,0.1407,0.0795,0,0.0421,0.038
AASDH,3.7758,4.0213,2.4452,4.5998,1.8194,1.9733,2.5823,2.3238,4.7823,5.4222,4.0105,5.4866
PPAT,2.9588,3.4675,2.7356,3.5903,0.3594,0.6175,0.8908,0.6545,3.588,4.0004,3.5244,5.0807
PAICS,6.9116,6.2747,5.5785,7.0101,2.0711,2.6793,3.3432,2.4878,9.5559,9.4275,9.6873,11.487
SRP72,25.0757,23.4334,19.4911,23.8173,16.0344,20.4785,20.3208,25.089,28.6765,28.1486,24.1076,27.2402
ARL9,0,0,0,0,0,0.1519,0,0,0,0,0,0
THEGL,0.0473,0,0,0,0,0,0,0,0,0.0571,0.0336,0
HOPX,1.4414,0.5749,0.3216,0,0.332,0.2019,0.8203,0.1245,1.6433,6.5008,3.9108,4.8498
SPINK2,0,0,0,0,0.5577,0.1714,0,0.242,0,0,0,0
REST,13.9037,15.5592,14.0389,14.9611,8.4865,11.2742,11.2017,15.4701,13.8165,15.907,13.0054,13.5587
NOA1,5.0651,5.3964,5.3895,6.7402,3.848,9.6703,10.9131,10.4763,8.4327,8.5436,7.4764,9.7006
POLR2B,28.054,30.1529,29.1395,24.9667,19.2007,15.2259,18.6595,16.4582,29.1557,32.1002,33.2507,26.0401
IGFBP7,6.5151,2.5509,4.8928,3.9668,8.0804,12.9486,10.4076,10.1122,11.4797,1.7786,7.6318,6.0302
LOC255130,0,0,0,0,0,0,0,0,0.058,0,0,0
BC034799,0,0,0,0,0,0,0,0,0,0,0,0
MI0016793,0,0,0,0,0,0,0,0,0,0,0,0
LPHN3,0,0,0.0219,0.1215,0,0,0,0,0,0.0199,0,0
Y_RNA_19,0,0,0,0,0,0,0,0,0,0,0,0
BC039452,0,0,0,0,0,0,0.0563,0,0,0,0,0
TECRL,0.0379,0,0,0,0,0,0.1337,0,0,0.0458,0,0
LOC401134,0,0,0.0226,0,0,0,0.0299,0,0,0,0,0
EPHA5,0,0,0,0.0313,0,0.0168,0,0,0.0107,0.0363,0,0
LOC100144602,0,0,0,0,0,0,0,0,0,0,0,0
TRNA_8,0,0,0,0,0,0,0,0,0,0,0,0
MI0006406,0,0,0,0,0,0,0,0,0,0,0,0
U6_39,0,0,0,0,0,0,0,0,0,0,0,0
AK093203,0.0696,0,0,0,0.1909,0,0.0613,0.0716,0.0404,0.042,0.0495,0.058
CENPC1,7.5193,7.4068,6.2421,11.2782,18.609,11.3418,18.3921,24.763,7.656,6.6914,6.5713,11.4224
STAP1,1.7434,1.8669,1.0358,3.2508,0,0.5541,0.2132,0.1887,0.2664,0.1107,0.2281,0.2014
UBA6,14.075,15.291,12.4418,14.9723,33.6912,13.5449,12.0482,12.8129,13.8098,15.9453,14.0954,13.1564
LOC550112,2.002,2.7577,1.6912,2.5711,0.3824,0.1664,0.8707,0,1.6068,2.4522,1.306,1.7925
GNRHR,0.1457,0.0721,0.0968,0.1518,0,0.0222,0.0642,0.025,0.1269,0.1612,0.1639,0.0404
BC045560,0.1296,0,0.086,0,0,0,0.1141,0,0.0752,0.0782,0.092,0
TMPRSS11D,0.1132,0.0672,0.1503,0.1179,0,0,0,0,0.1643,0,0.1206,0
TMPRSS11A,0,0.034,0,0.0597,0,0,0.0505,0,0,0,0.0203,0
TMPRSS11GP,0,0,0,0,0,0,0,0,0,0,0,0
TMPRSS11F,0,0,0,0,0,0,0,0,0,0,0,0
LOC550113,0,0,0,0,0,0,0.0438,0,0,0,0,0
SYT14L,0,0,0,0,0,0,0,0,0,0,0,0
FTLP10,0,0,0,0,0.1266,0,0,0,0,0,0,0
TMPRSS11BNL,0,0,0.0288,0,0,0,0,0,0,0.0261,0,0
TMPRSS11B,0,0,0,0,0,0,0,0,0,0,0,0
YTHDC1,9.234,9.4726,9.0787,10.4313,33.0513,21.2822,19.6556,19.8851,9.4215,9.7093,9.861,14.5207
TMPRSS11E,0,0,0,0,0,0.0595,0,0.0667,0,0.0392,0,0
UGT2B17,0,0,0,0,0,0,0,0,0,0,0,0
UGT2B15,0.0307,0,0,0,0,0,0,0,0,0,0,0
UGT2B10,0,0,0,0.0577,0,0,0,0,0,0.0334,0,0
UGT2A3,0,0,0,0.0487,0,0,0,0,0,0,0,0
UGT2B7,0,0,0,0,0,0,0,0,0,0,0,0
UGT2B11,0,0,0,0,0,0,0,0,0.0472,0,0,0
AK124272,0,0,0,0,0,0.048,0,0,0,0.0632,0,0
UGT2B28,0,0,0,0,0,0,0,0.0935,0,0,0,0
UGT2B4,0,0,0,0,0.1009,0,0,0,0,0,0,0
UGT2A2,0,0,0,0,0.078,0,0,0,0,0,0,0
UGT2A1,0,0,0,0.1145,1.673E-14,0,0,0,0,0.0331,0,0
SULT1B1,0.1059,0.1886,0.211,0.1104,0.2904,1.9404,7.1847,2.2865,0.0615,0,0.1128,0.4408
SULT1E1,0,0,0,0,0,0,0,0,0,0,0,0
CSN1S1,0,0,0,0,0,0,0,0,0,0.0877,0,0
CSN2,0,0,0,0,0,0.1193,0,0,0,0,0,0
STATH,0,0,0,0,0,0,0,0,0,0,0,0
HTN3,0,0,0,0,0,0,0,0,0,0,0,0
HTN1,0,0,0,0,0,0,0,0,0,0,0,0
CSN1S2AP,0,0,0,0,0,0,0,0,0,0,0,0
CSN1S2BP,0,0,0,0,0,0,0,0,0,0,0,0
C4orf40,0.0148,0,0,0.0309,0,0,0,0,0,0,0,0
ODAM,0,0,0,0,0,0,0,0,0,0,0,0
FDCSP,0,0,0,0,0,0,0,0,0,0,0.0871,0
CSN3,0,0,0,0,0,0,0,0,0,0.1036,0,0
CABS1,0,0,0,0.2432,0,0,0,0,0,0,0,0
SMR3A,0,0,0,0,0,0,0,0,0,0,0,0
SMR3B,0,0,0,0,0,0,0,0,0,0,0,0
